id_envio;corredor_de_armazenagem;metodo_de_envio;ligações_do_cliente;avaliação_do_cliente;preço;qtd_itens;importancia;genero;desconto;peso_g;Chegou_no_tempo;Destino;DataEnvio;dataEntrega;avaliacaoEntrega
8040;F;PAC;4;1;245;5;low;F;3;1537;0;Distrito Federal;quinta-feira, 21 de novembro de 2024;sexta-feira, 13 de dezembro de 2024;3
8041;D;PAC;4;5;226;5;medium;M;8;1133;0;Distrito Federal;quinta-feira, 30 de setembro de 2021;quarta-feira, 27 de outubro de 2021;2
8042;F;PAC;6;2;272;5;low;M;8;1045;0;Acre;quinta-feira, 31 de março de 2022;sábado, 16 de abril de 2022;1
8043;A;PAC;3;3;307;5;low;F;3;1578;1;Rio Grande do Sul;sábado, 21 de outubro de 2023;quinta-feira, 26 de outubro de 2023;4
8044;B;PAC;6;1;138;3;low;M;6;1604;0;Goiás;sábado, 4 de fevereiro de 2023;terça-feira, 21 de fevereiro de 2023;0
8045;C;PAC;5;1;248;5;low;F;8;1810;0;Espírito Santo;sábado, 6 de abril de 2024;sexta-feira, 19 de abril de 2024;0
8046;F;PAC;5;1;307;4;low;M;8;1511;1;Goiás;sábado, 11 de abril de 2020;terça-feira, 14 de abril de 2020;5
8047;D;PAC;6;2;256;4;low;F;6;1507;0;Goiás;terça-feira, 30 de abril de 2024;sábado, 1 de junho de 2024;0
8048;F;PAC;6;5;301;5;low;M;8;1443;0;Amazonas;sábado, 2 de novembro de 2024;quinta-feira, 12 de dezembro de 2024;2
8049;A;PAC;7;3;245;4;medium;F;10;1610;1;Paraná;sexta-feira, 30 de junho de 2023;quarta-feira, 5 de julho de 2023;5
8050;B;PAC;2;2;168;2;medium;F;2;1227;1;Rondônia;domingo, 9 de abril de 2023;sexta-feira, 14 de abril de 2023;5
8051;C;PAC;6;1;295;4;low;M;10;1600;0;Distrito Federal;quinta-feira, 17 de setembro de 2020;sábado, 3 de outubro de 2020;3
8052;F;PAC;6;4;299;4;low;M;9;1527;0;Pernambuco;sábado, 26 de fevereiro de 2022;terça-feira, 8 de março de 2022;2
8053;D;PAC;6;4;253;4;medium;M;9;1488;0;Pará;quarta-feira, 16 de agosto de 2023;segunda-feira, 4 de setembro de 2023;3
8054;F;PAC;7;4;269;4;medium;M;5;1073;0;Maranhão;sábado, 31 de dezembro de 2022;quinta-feira, 12 de janeiro de 2023;2
8055;A;PAC;5;1;267;5;medium;F;10;1818;0;Tocantins;segunda-feira, 15 de abril de 2024;sábado, 27 de abril de 2024;1
8056;B;PAC;3;5;212;3;medium;M;7;4411;1;Sergipe;terça-feira, 2 de janeiro de 2024;sexta-feira, 5 de janeiro de 2024;4
8057;C;sedex;5;3;258;3;medium;F;1;5719;0;Espírito Santo;quarta-feira, 10 de abril de 2024;sábado, 4 de maio de 2024;3
8058;F;sedex;4;3;136;3;low;M;6;4911;1;Espírito Santo;quarta-feira, 14 de fevereiro de 2024;sexta-feira, 16 de fevereiro de 2024;5
8059;D;sedex;3;1;101;2;medium;F;1;5560;0;Piauí;domingo, 12 de junho de 2022;sábado, 2 de julho de 2022;1
8060;F;sedex;5;2;191;4;low;F;3;5578;0;Rio Grande do Norte;quinta-feira, 23 de fevereiro de 2023;sábado, 4 de março de 2023;3
8061;A;sedex;5;5;186;4;low;M;3;4287;0;Alagoas;quinta-feira, 28 de setembro de 2023;segunda-feira, 30 de outubro de 2023;2
8062;B;sedex;4;4;104;5;low;F;7;5590;0;Mato Grosso do Sul;terça-feira, 25 de fevereiro de 2020;quarta-feira, 18 de março de 2020;0
8063;C;sedex;4;3;201;4;medium;F;3;4797;0;Pará;quinta-feira, 22 de setembro de 2022;terça-feira, 4 de outubro de 2022;3
8064;F;sedex;3;2;235;2;medium;F;10;4172;0;Espírito Santo;segunda-feira, 10 de abril de 2023;quinta-feira, 18 de maio de 2023;1
8065;D;sedex;4;4;271;6;high;M;3;5204;0;Pernambuco;terça-feira, 7 de janeiro de 2020;sexta-feira, 14 de fevereiro de 2020;3
8066;F;sedex;2;3;133;4;low;F;5;5989;1;Paraíba;sexta-feira, 19 de abril de 2024;domingo, 21 de abril de 2024;5
8067;A;sedex;3;1;256;4;low;M;6;4814;1;Distrito Federal;segunda-feira, 14 de dezembro de 2020;sexta-feira, 18 de dezembro de 2020;5
8068;B;sedex;3;1;225;2;low;F;2;4438;1;Minas Gerais;terça-feira, 30 de maio de 2023;quarta-feira, 31 de maio de 2023;5
8069;C;sedex;5;3;202;3;low;M;4;4134;1;Roraima;terça-feira, 7 de fevereiro de 2023;domingo, 12 de fevereiro de 2023;4
8070;F;sedex;4;4;214;3;medium;F;1;4717;0;Mato Grosso do Sul;quinta-feira, 5 de novembro de 2020;segunda-feira, 23 de novembro de 2020;1
8071;D;sedex;6;3;217;6;medium;M;3;4209;0;Ceará;sábado, 8 de outubro de 2022;quinta-feira, 13 de outubro de 2022;3
8072;F;sedex;4;1;241;2;low;M;3;5672;0;Pará;sexta-feira, 3 de março de 2023;terça-feira, 28 de março de 2023;3
8073;A;sedex;2;3;263;3;low;M;10;5997;0;Piauí;sexta-feira, 17 de fevereiro de 2023;sexta-feira, 24 de março de 2023;3
8074;B;sedex;4;2;273;2;low;F;9;4221;0;Distrito Federal;domingo, 11 de abril de 2021;sábado, 1 de maio de 2021;3
8075;C;sedex;4;4;199;3;low;F;9;5016;0;Rio Grande do Norte;terça-feira, 17 de maio de 2022;sexta-feira, 3 de junho de 2022;2
8076;F;sedex;4;1;198;4;medium;F;9;5382;0;Pernambuco;sábado, 14 de setembro de 2024;sábado, 5 de outubro de 2024;2
8077;D;sedex;2;4;101;6;low;F;6;5080;1;Maranhão;sábado, 26 de outubro de 2024;terça-feira, 29 de outubro de 2024;4
8078;F;sedex;4;4;155;4;low;F;10;5483;1;Minas Gerais;terça-feira, 19 de maio de 2020;domingo, 24 de maio de 2020;5
8079;A;Transportadora;2;1;155;2;low;M;2;5661;1;Mato Grosso;domingo, 30 de maio de 2021;terça-feira, 1 de junho de 2021;4
8080;B;Transportadora;4;3;117;3;medium;F;4;4666;0;Sergipe;domingo, 2 de julho de 2023;sexta-feira, 11 de agosto de 2023;3
8081;C;Transportadora;3;2;262;2;low;M;5;5747;1;Mato Grosso;terça-feira, 7 de junho de 2022;quarta-feira, 8 de junho de 2022;4
8082;F;Transportadora;5;4;142;3;low;F;8;5468;1;Maranhão;sexta-feira, 14 de julho de 2023;terça-feira, 18 de julho de 2023;5
8083;D;Transportadora;4;4;115;3;medium;M;7;4609;0;Amazonas;terça-feira, 9 de abril de 2024;sexta-feira, 19 de abril de 2024;0
8084;F;Transportadora;4;4;175;3;low;F;6;4600;1;Mato Grosso do Sul;segunda-feira, 1 de março de 2021;quinta-feira, 4 de março de 2021;4
8085;A;Transportadora;2;5;239;2;low;F;9;5363;1;Amazonas;terça-feira, 25 de julho de 2023;quarta-feira, 26 de julho de 2023;4
8086;B;Transportadora;4;1;171;2;low;M;3;4271;0;Maranhão;quarta-feira, 10 de janeiro de 2024;segunda-feira, 15 de janeiro de 2024;3
8087;C;Transportadora;4;4;174;3;low;M;8;4348;0;Ceará;sábado, 9 de abril de 2022;quinta-feira, 21 de abril de 2022;3
8088;F;Transportadora;4;1;164;3;high;F;1;5492;0;Sergipe;sábado, 20 de janeiro de 2024;terça-feira, 30 de janeiro de 2024;1
8089;D;Transportadora;3;2;262;2;medium;M;4;5738;0;Distrito Federal;sábado, 12 de junho de 2021;sábado, 10 de julho de 2021;1
8090;F;Transportadora;3;5;262;2;medium;F;7;4422;1;Sergipe;sábado, 28 de setembro de 2024;quarta-feira, 2 de outubro de 2024;5
8091;A;Transportadora;3;1;245;3;low;F;4;5449;0;Rio de Janeiro;segunda-feira, 14 de dezembro de 2020;quinta-feira, 31 de dezembro de 2020;3
8092;B;Transportadora;3;4;184;3;low;F;2;4875;0;Santa Catarina;domingo, 17 de dezembro de 2023;quinta-feira, 25 de janeiro de 2024;3
8093;C;Transportadora;5;1;231;2;low;M;10;4892;1;Paraná;domingo, 2 de agosto de 2020;quinta-feira, 6 de agosto de 2020;5
8094;F;Transportadora;5;1;226;4;high;F;2;5600;0;Paraná;quarta-feira, 24 de maio de 2023;segunda-feira, 3 de julho de 2023;0
8095;D;Transportadora;4;1;211;3;medium;F;2;5851;0;Espírito Santo;sábado, 2 de outubro de 2021;segunda-feira, 1 de novembro de 2021;2
8096;F;Transportadora;4;2;266;5;medium;M;3;4578;0;Paraná;sábado, 18 de abril de 2020;sexta-feira, 24 de abril de 2020;1
8097;A;Transportadora;4;2;216;3;low;M;4;4309;1;Sergipe;terça-feira, 21 de março de 2023;domingo, 26 de março de 2023;4
8098;B;Transportadora;4;3;153;3;low;M;5;5743;1;Tocantins;segunda-feira, 23 de agosto de 2021;sábado, 28 de agosto de 2021;4
8099;C;Transportadora;2;2;242;3;high;M;9;4717;0;Mato Grosso do Sul;sexta-feira, 1 de janeiro de 2021;segunda-feira, 25 de janeiro de 2021;3
8100;F;Transportadora;5;1;282;5;low;M;6;5182;1;Piauí;sábado, 13 de julho de 2024;segunda-feira, 15 de julho de 2024;5
8101;D;PAC;4;1;165;3;medium;F;10;4574;0;São Paulo;quarta-feira, 15 de setembro de 2021;domingo, 24 de outubro de 2021;3
8102;F;PAC;3;1;146;3;medium;M;9;4944;1;Rio de Janeiro;segunda-feira, 11 de maio de 2020;quarta-feira, 13 de maio de 2020;4
8103;A;PAC;5;3;113;3;medium;F;5;4743;0;Mato Grosso;sexta-feira, 2 de dezembro de 2022;quarta-feira, 28 de dezembro de 2022;0
8104;B;PAC;3;2;161;3;medium;F;1;5757;0;Ceará;quarta-feira, 26 de maio de 2021;quarta-feira, 9 de junho de 2021;0
8105;C;PAC;2;2;219;2;medium;M;8;4518;0;Acre;quinta-feira, 20 de outubro de 2022;domingo, 30 de outubro de 2022;0
8106;F;PAC;4;2;237;2;low;F;1;5261;0;Alagoas;quarta-feira, 20 de janeiro de 2021;terça-feira, 23 de fevereiro de 2021;1
8107;D;PAC;4;3;246;3;low;M;5;4384;0;Rio Grande do Sul;sexta-feira, 23 de setembro de 2022;quarta-feira, 12 de outubro de 2022;0
8108;F;PAC;3;4;229;6;medium;F;3;5471;0;Amazonas;quinta-feira, 16 de maio de 2024;quarta-feira, 29 de maio de 2024;1
8109;A;PAC;3;3;195;3;low;M;1;4224;0;Tocantins;domingo, 11 de setembro de 2022;sábado, 8 de outubro de 2022;1
8110;B;PAC;4;3;160;2;low;M;5;4522;1;Mato Grosso do Sul;terça-feira, 22 de agosto de 2023;quarta-feira, 23 de agosto de 2023;5
8111;C;PAC;3;5;144;2;medium;M;6;5983;0;Pará;sexta-feira, 22 de janeiro de 2021;sábado, 20 de fevereiro de 2021;0
8112;F;PAC;3;3;217;4;medium;F;3;5602;0;Roraima;sexta-feira, 26 de novembro de 2021;sexta-feira, 24 de dezembro de 2021;0
8113;D;PAC;3;4;240;3;high;F;6;4412;0;Distrito Federal;quinta-feira, 7 de julho de 2022;segunda-feira, 25 de julho de 2022;2
8114;F;PAC;3;2;210;3;medium;M;8;4011;0;Ceará;domingo, 19 de dezembro de 2021;terça-feira, 4 de janeiro de 2022;2
8115;A;PAC;4;2;249;3;low;F;9;5459;1;Goiás;segunda-feira, 14 de junho de 2021;quinta-feira, 17 de junho de 2021;4
8116;B;PAC;4;1;178;3;high;M;3;5520;1;Ceará;segunda-feira, 8 de maio de 2023;sexta-feira, 12 de maio de 2023;5
8117;C;PAC;6;4;224;4;low;F;6;4493;0;Acre;sábado, 16 de março de 2024;terça-feira, 26 de março de 2024;1
8118;F;PAC;3;1;142;3;medium;F;10;4915;1;Tocantins;domingo, 31 de maio de 2020;quinta-feira, 4 de junho de 2020;4
8119;D;PAC;4;5;163;2;medium;F;10;5529;1;Acre;sábado, 20 de maio de 2023;terça-feira, 23 de maio de 2023;4
8120;F;PAC;4;1;261;4;medium;F;10;4632;0;Roraima;sexta-feira, 22 de janeiro de 2021;sexta-feira, 19 de fevereiro de 2021;2
8121;A;PAC;3;4;151;3;medium;M;5;4767;1;Distrito Federal;sexta-feira, 13 de maio de 2022;quarta-feira, 18 de maio de 2022;5
8122;B;PAC;4;2;197;2;medium;M;3;4715;1;Ceará;sexta-feira, 4 de junho de 2021;segunda-feira, 7 de junho de 2021;4
8123;C;PAC;6;3;155;2;medium;F;1;4182;1;Sergipe;quinta-feira, 1 de abril de 2021;terça-feira, 6 de abril de 2021;5
8124;F;PAC;3;5;152;4;medium;M;2;4809;0;Pernambuco;domingo, 7 de julho de 2024;segunda-feira, 29 de julho de 2024;2
8125;D;PAC;4;5;275;6;low;M;3;5008;0;Ceará;terça-feira, 5 de setembro de 2023;segunda-feira, 9 de outubro de 2023;3
8126;F;PAC;3;1;102;4;medium;F;4;5936;1;Tocantins;segunda-feira, 17 de maio de 2021;sexta-feira, 21 de maio de 2021;4
8127;A;PAC;4;1;285;2;low;M;4;4401;0;Minas Gerais;sexta-feira, 26 de abril de 2024;sábado, 11 de maio de 2024;3
8128;B;PAC;4;5;248;2;medium;M;10;4366;1;Minas Gerais;domingo, 12 de junho de 2022;terça-feira, 14 de junho de 2022;4
8129;C;PAC;3;4;274;3;low;F;7;5036;1;Piauí;domingo, 11 de agosto de 2024;quinta-feira, 15 de agosto de 2024;4
8130;F;PAC;4;4;104;4;low;M;6;4323;1;São Paulo;segunda-feira, 19 de setembro de 2022;quarta-feira, 21 de setembro de 2022;5
8131;D;PAC;5;4;176;3;medium;M;10;5456;0;Acre;domingo, 20 de março de 2022;sexta-feira, 25 de março de 2022;3
8132;F;PAC;5;4;237;3;medium;F;1;4369;0;Rio de Janeiro;sábado, 7 de outubro de 2023;sábado, 14 de outubro de 2023;2
8133;A;PAC;4;4;247;2;medium;M;9;5095;0;Rio Grande do Sul;quarta-feira, 14 de agosto de 2024;sexta-feira, 6 de setembro de 2024;1
8134;B;PAC;5;5;212;5;low;F;6;4463;0;Pernambuco;terça-feira, 2 de janeiro de 2024;quarta-feira, 31 de janeiro de 2024;3
8135;C;PAC;4;5;226;2;low;M;1;4532;0;Pará;domingo, 14 de novembro de 2021;quarta-feira, 24 de novembro de 2021;1
8136;F;PAC;6;2;213;2;medium;F;7;5415;0;Ceará;terça-feira, 26 de novembro de 2024;quinta-feira, 12 de dezembro de 2024;2
8137;D;PAC;4;3;177;3;low;M;1;5282;0;Rio Grande do Sul;domingo, 4 de junho de 2023;quinta-feira, 6 de julho de 2023;2
8138;F;PAC;4;5;235;4;medium;M;6;4633;1;Pará;segunda-feira, 24 de abril de 2023;terça-feira, 25 de abril de 2023;4
8139;A;PAC;3;4;263;3;medium;F;2;5741;1;Mato Grosso;quarta-feira, 3 de maio de 2023;quinta-feira, 4 de maio de 2023;5
8140;B;PAC;3;3;181;3;low;F;10;5337;0;Ceará;segunda-feira, 17 de outubro de 2022;quarta-feira, 23 de novembro de 2022;0
8141;C;PAC;3;2;178;2;medium;F;2;4122;0;Alagoas;quinta-feira, 10 de novembro de 2022;terça-feira, 29 de novembro de 2022;2
8142;F;PAC;3;5;243;3;medium;F;4;4130;1;Espírito Santo;sábado, 13 de julho de 2024;quarta-feira, 17 de julho de 2024;5
8143;D;PAC;3;3;230;3;medium;F;2;4742;1;Pernambuco;terça-feira, 11 de outubro de 2022;quinta-feira, 13 de outubro de 2022;4
8144;F;PAC;4;3;106;2;medium;F;6;5867;0;Sergipe;sábado, 29 de janeiro de 2022;sexta-feira, 11 de fevereiro de 2022;1
8145;A;PAC;4;5;266;3;medium;F;2;4867;0;Santa Catarina;quarta-feira, 1 de janeiro de 2020;quarta-feira, 8 de janeiro de 2020;3
8146;B;PAC;5;2;284;4;low;M;1;4171;1;São Paulo;quarta-feira, 11 de março de 2020;domingo, 15 de março de 2020;5
8147;C;PAC;2;5;233;3;low;M;9;4751;1;Maranhão;domingo, 4 de dezembro de 2022;segunda-feira, 5 de dezembro de 2022;4
8148;F;PAC;3;3;200;3;high;F;2;4777;1;Mato Grosso do Sul;sexta-feira, 10 de julho de 2020;domingo, 12 de julho de 2020;4
8149;D;PAC;3;2;176;2;medium;F;1;5292;0;Maranhão;segunda-feira, 6 de março de 2023;sexta-feira, 24 de março de 2023;3
8150;F;PAC;5;1;279;5;medium;M;4;4405;1;Acre;sexta-feira, 3 de março de 2023;terça-feira, 7 de março de 2023;4
8151;A;PAC;3;3;164;3;high;M;9;5070;0;Rondônia;sexta-feira, 2 de outubro de 2020;sexta-feira, 6 de novembro de 2020;1
8152;B;PAC;4;3;163;3;low;F;10;5002;1;Minas Gerais;segunda-feira, 8 de janeiro de 2024;sexta-feira, 12 de janeiro de 2024;5
8153;C;PAC;4;5;254;3;medium;F;3;4404;0;Amazonas;quarta-feira, 30 de setembro de 2020;segunda-feira, 12 de outubro de 2020;0
8154;F;PAC;5;4;234;3;low;F;2;4269;0;Paraíba;terça-feira, 22 de março de 2022;domingo, 27 de março de 2022;3
8155;D;PAC;4;1;191;3;low;F;8;4021;1;Distrito Federal;sábado, 10 de julho de 2021;domingo, 11 de julho de 2021;4
8156;F;PAC;3;3;224;3;medium;F;5;4214;1;Paraíba;sexta-feira, 26 de julho de 2024;terça-feira, 30 de julho de 2024;5
8157;A;PAC;3;1;250;2;low;F;5;4232;0;Rio Grande do Norte;segunda-feira, 30 de outubro de 2023;quarta-feira, 6 de dezembro de 2023;0
8158;B;PAC;4;5;101;6;medium;M;8;4146;0;Alagoas;quinta-feira, 22 de junho de 2023;domingo, 30 de julho de 2023;3
8159;C;PAC;3;2;227;3;medium;M;6;5058;0;Pará;terça-feira, 14 de fevereiro de 2023;segunda-feira, 20 de março de 2023;0
8160;F;PAC;3;1;173;2;medium;F;4;5521;0;Mato Grosso;sábado, 15 de julho de 2023;sábado, 29 de julho de 2023;1
8161;D;PAC;4;3;209;5;medium;M;6;4384;0;Paraíba;segunda-feira, 11 de outubro de 2021;terça-feira, 2 de novembro de 2021;1
8162;F;PAC;3;5;241;3;low;F;4;4132;0;Alagoas;terça-feira, 3 de janeiro de 2023;domingo, 15 de janeiro de 2023;0
8163;A;PAC;5;5;257;3;medium;F;9;5972;0;Sergipe;quinta-feira, 30 de junho de 2022;domingo, 31 de julho de 2022;2
8164;B;PAC;5;1;146;3;high;F;3;4345;1;Pernambuco;terça-feira, 25 de julho de 2023;quarta-feira, 26 de julho de 2023;5
8165;C;PAC;2;3;129;5;medium;M;3;5444;1;Rio Grande do Sul;domingo, 13 de dezembro de 2020;quarta-feira, 16 de dezembro de 2020;5
8166;F;PAC;3;4;285;3;low;M;9;4768;1;São Paulo;quinta-feira, 11 de março de 2021;segunda-feira, 15 de março de 2021;4
8167;D;PAC;3;1;133;3;low;F;5;5213;1;Acre;domingo, 1 de maio de 2022;sexta-feira, 6 de maio de 2022;4
8168;F;PAC;4;2;185;3;low;M;1;4786;0;Piauí;sábado, 31 de agosto de 2024;domingo, 8 de setembro de 2024;3
8169;A;PAC;5;5;193;4;medium;M;8;5714;0;Paraná;quinta-feira, 18 de fevereiro de 2021;quarta-feira, 24 de março de 2021;2
8170;B;PAC;5;4;228;6;medium;M;5;4974;1;Rio Grande do Sul;terça-feira, 5 de março de 2024;domingo, 10 de março de 2024;5
8171;C;PAC;3;3;179;2;low;M;5;5058;0;São Paulo;terça-feira, 26 de setembro de 2023;quinta-feira, 19 de outubro de 2023;3
8172;F;PAC;4;2;224;3;low;F;9;4896;0;Maranhão;sexta-feira, 19 de agosto de 2022;domingo, 18 de setembro de 2022;3
8173;D;PAC;3;2;279;6;medium;M;1;5855;0;Rio Grande do Sul;segunda-feira, 8 de março de 2021;quarta-feira, 17 de março de 2021;1
8174;F;PAC;4;2;181;3;medium;M;4;5717;0;Rio de Janeiro;sexta-feira, 4 de outubro de 2024;segunda-feira, 21 de outubro de 2024;3
8175;A;PAC;5;5;198;2;medium;M;9;4526;0;Minas Gerais;quinta-feira, 5 de outubro de 2023;segunda-feira, 23 de outubro de 2023;0
8176;B;PAC;3;5;193;3;medium;F;4;5817;0;Piauí;domingo, 20 de junho de 2021;domingo, 25 de julho de 2021;3
8177;C;PAC;5;4;184;3;low;F;1;4208;1;Rio de Janeiro;quinta-feira, 3 de novembro de 2022;domingo, 6 de novembro de 2022;4
8178;F;PAC;5;2;139;3;low;M;9;5920;0;Piauí;terça-feira, 13 de dezembro de 2022;sexta-feira, 6 de janeiro de 2023;2
8179;D;PAC;5;3;210;3;low;M;5;4560;1;Mato Grosso do Sul;quarta-feira, 2 de junho de 2021;segunda-feira, 7 de junho de 2021;5
8180;F;PAC;4;3;225;2;low;M;2;4520;1;Amazonas;sexta-feira, 23 de fevereiro de 2024;segunda-feira, 26 de fevereiro de 2024;4
8181;A;PAC;3;1;189;2;low;F;5;4738;0;Bahia;domingo, 17 de abril de 2022;terça-feira, 24 de maio de 2022;3
8182;B;PAC;4;5;164;4;low;F;4;5736;0;Pará;sexta-feira, 18 de março de 2022;sábado, 9 de abril de 2022;3
8183;C;PAC;3;5;196;3;low;M;1;5303;1;Minas Gerais;terça-feira, 9 de novembro de 2021;sexta-feira, 12 de novembro de 2021;5
8184;F;PAC;5;3;246;2;medium;F;1;4533;0;Goiás;segunda-feira, 17 de maio de 2021;sexta-feira, 18 de junho de 2021;1
8185;D;PAC;4;4;188;4;low;F;10;4571;1;Pernambuco;sábado, 11 de julho de 2020;quinta-feira, 16 de julho de 2020;5
8186;F;PAC;3;3;250;2;medium;F;4;4380;0;Maranhão;quarta-feira, 9 de outubro de 2024;quinta-feira, 17 de outubro de 2024;1
8187;A;PAC;4;2;156;4;medium;F;2;5795;1;Maranhão;sábado, 25 de fevereiro de 2023;domingo, 26 de fevereiro de 2023;4
8188;B;PAC;3;1;218;4;low;M;6;5480;1;Ceará;quinta-feira, 23 de março de 2023;domingo, 26 de março de 2023;4
8189;C;PAC;5;5;172;2;low;M;5;5791;0;Goiás;terça-feira, 1 de novembro de 2022;quarta-feira, 7 de dezembro de 2022;3
8190;F;PAC;3;1;259;2;low;F;3;4380;0;Espírito Santo;quarta-feira, 30 de agosto de 2023;segunda-feira, 2 de outubro de 2023;1
8191;D;PAC;3;3;231;3;medium;F;9;4623;1;Amazonas;segunda-feira, 5 de abril de 2021;quarta-feira, 7 de abril de 2021;4
8192;F;PAC;5;2;224;3;high;M;4;4271;0;Sergipe;sábado, 9 de setembro de 2023;sexta-feira, 6 de outubro de 2023;2
8193;A;PAC;4;5;201;3;low;M;7;4048;0;Distrito Federal;domingo, 21 de fevereiro de 2021;domingo, 28 de fevereiro de 2021;0
8194;B;sedex;4;2;189;2;medium;M;5;4374;0;Rondônia;sexta-feira, 25 de novembro de 2022;domingo, 25 de dezembro de 2022;2
8195;C;sedex;5;4;265;3;medium;M;10;4565;0;São Paulo;quarta-feira, 6 de março de 2024;terça-feira, 9 de abril de 2024;3
8196;F;sedex;3;5;147;3;medium;M;5;5357;1;Espírito Santo;sábado, 21 de dezembro de 2024;segunda-feira, 23 de dezembro de 2024;4
8197;D;sedex;4;4;195;3;low;F;6;5783;0;Paraná;quinta-feira, 11 de agosto de 2022;terça-feira, 6 de setembro de 2022;3
8198;F;sedex;4;5;216;3;medium;F;7;5891;0;Rondônia;domingo, 27 de outubro de 2024;domingo, 3 de novembro de 2024;3
8199;A;sedex;4;2;148;2;low;M;5;4031;0;Mato Grosso do Sul;sábado, 28 de outubro de 2023;quarta-feira, 22 de novembro de 2023;0
8200;B;sedex;5;4;180;4;medium;F;7;4200;1;Espírito Santo;segunda-feira, 12 de abril de 2021;sexta-feira, 16 de abril de 2021;5
8201;C;sedex;3;3;169;3;low;F;7;5976;0;Distrito Federal;quinta-feira, 22 de julho de 2021;sexta-feira, 30 de julho de 2021;1
8202;F;sedex;3;4;200;3;low;F;7;5400;0;Paraíba;sexta-feira, 16 de dezembro de 2022;domingo, 15 de janeiro de 2023;0
8203;D;sedex;3;3;255;2;low;F;10;5632;0;Espírito Santo;terça-feira, 27 de setembro de 2022;segunda-feira, 10 de outubro de 2022;3
8204;F;sedex;4;3;238;2;low;F;1;4051;0;Rio de Janeiro;sábado, 1 de junho de 2024;sábado, 15 de junho de 2024;1
8205;A;sedex;3;4;163;3;medium;M;5;5088;1;Rio Grande do Norte;segunda-feira, 31 de julho de 2023;quinta-feira, 3 de agosto de 2023;5
8206;B;sedex;4;5;177;3;medium;M;7;4031;1;Paraíba;quinta-feira, 16 de junho de 2022;domingo, 19 de junho de 2022;5
8207;C;sedex;4;5;206;3;medium;M;5;5785;1;Pernambuco;sexta-feira, 29 de março de 2024;terça-feira, 2 de abril de 2024;4
8208;F;sedex;3;4;175;3;low;F;2;5272;0;Pará;quarta-feira, 7 de junho de 2023;sábado, 15 de julho de 2023;3
8209;D;sedex;5;5;247;2;medium;M;5;4250;0;Alagoas;sexta-feira, 4 de outubro de 2024;quinta-feira, 10 de outubro de 2024;2
8210;F;sedex;4;3;152;4;medium;F;4;5809;0;Mato Grosso do Sul;sábado, 31 de dezembro de 2022;sexta-feira, 6 de janeiro de 2023;0
8211;A;sedex;4;4;162;3;low;F;8;5394;0;Mato Grosso do Sul;segunda-feira, 5 de julho de 2021;domingo, 1 de agosto de 2021;0
8212;B;sedex;3;4;206;3;medium;F;5;5915;0;Roraima;quinta-feira, 8 de fevereiro de 2024;sexta-feira, 8 de março de 2024;0
8213;C;sedex;3;4;186;4;low;F;6;5540;0;Rondônia;quinta-feira, 1 de julho de 2021;sexta-feira, 30 de julho de 2021;1
8214;F;sedex;4;5;179;3;low;F;4;4487;0;Rio de Janeiro;sexta-feira, 31 de dezembro de 2021;quinta-feira, 20 de janeiro de 2022;1
8215;D;sedex;3;5;172;3;medium;F;7;4929;0;Espírito Santo;quinta-feira, 17 de junho de 2021;sexta-feira, 9 de julho de 2021;1
8216;F;Transportadora;3;3;158;2;medium;M;7;4865;0;Roraima;quarta-feira, 23 de dezembro de 2020;domingo, 24 de janeiro de 2021;1
8217;A;Transportadora;6;5;143;5;high;M;9;4060;0;Rio de Janeiro;domingo, 31 de janeiro de 2021;domingo, 7 de fevereiro de 2021;0
8218;B;Transportadora;5;3;171;3;medium;F;7;4994;0;Tocantins;quarta-feira, 15 de julho de 2020;quarta-feira, 22 de julho de 2020;2
8219;C;Transportadora;4;2;175;3;high;M;4;4426;0;Roraima;quinta-feira, 10 de agosto de 2023;segunda-feira, 4 de setembro de 2023;3
8220;F;Transportadora;4;5;173;3;medium;F;8;4040;1;Amazonas;terça-feira, 13 de fevereiro de 2024;sábado, 17 de fevereiro de 2024;5
8221;D;Transportadora;4;4;268;3;medium;M;10;4531;0;Piauí;sábado, 1 de outubro de 2022;sábado, 8 de outubro de 2022;1
8222;F;Transportadora;4;5;232;3;low;F;8;5923;0;Pernambuco;quinta-feira, 23 de dezembro de 2021;quarta-feira, 19 de janeiro de 2022;0
8223;A;Transportadora;4;2;203;4;medium;F;9;4217;0;Rondônia;quinta-feira, 7 de janeiro de 2021;quinta-feira, 14 de janeiro de 2021;2
8224;B;Transportadora;3;4;140;3;low;M;3;5300;0;Paraná;terça-feira, 19 de setembro de 2023;segunda-feira, 25 de setembro de 2023;2
8225;C;Transportadora;3;4;138;3;medium;F;10;4327;1;Mato Grosso do Sul;domingo, 26 de maio de 2024;quarta-feira, 29 de maio de 2024;5
8226;F;Transportadora;5;1;262;3;medium;M;9;5146;0;Acre;sexta-feira, 8 de setembro de 2023;segunda-feira, 16 de outubro de 2023;3
8227;D;Transportadora;4;1;245;3;low;F;9;4024;1;Tocantins;sábado, 2 de maio de 2020;terça-feira, 5 de maio de 2020;4
8228;F;Transportadora;3;4;224;3;low;F;10;4806;1;Minas Gerais;sexta-feira, 20 de janeiro de 2023;segunda-feira, 23 de janeiro de 2023;4
