id_envio,corredor_armazenagem,metodo_envio,ligacoes_cliente,avaliacao_cliente,preco,qtd_itens,importancia,genero,desconto,peso_g,entrega_no_prazo,destino,data_envio,data_entrega,avaliacao_entrega,ingestion_timestamp,dias_entrega,categoria_entrega,avaliacao_final,entrega_rapida,faixa_preco,cliente_exigente
7458,F,pac,4,5,226.0,6,medium,F,10,1348,1,Pernambuco,2024-10-15,2024-10-19,4,2025-05-20T23:01:37.806Z,4,normal,4.5,0,alto,0
7585,D,pac,3,5,146.0,5,low,F,3,5489,0,Goiás,2020-11-04,2020-11-11,2,2025-05-20T23:01:37.806Z,7,lenta,3.5,0,médio,1
7605,A,pac,3,5,224.0,3,low,M,6,5115,0,Pernambuco,2023-04-04,2023-04-18,3,2025-05-20T23:01:37.806Z,14,lenta,4.0,0,alto,0
8335,D,sedex,6,4,275.0,4,low,M,10,1005,0,Sergipe,2024-03-08,2024-04-01,3,2025-05-20T23:01:37.806Z,24,lenta,3.5,0,alto,0
987,A,pac,5,4,257.0,2,low,M,55,2257,1,Distrito Federal,2024-01-08,2024-01-12,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,alto,0
1728,F,pac,3,4,203.0,4,medium,M,46,3640,1,Distrito Federal,2023-03-23,2023-03-26,5,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
3123,A,pac,4,1,237.0,4,medium,F,22,2231,1,Maranhão,2024-08-25,2024-08-30,5,2025-05-20T23:01:37.806Z,5,normal,3.0,0,alto,1
3196,B,pac,6,4,161.0,4,medium,M,3,1747,1,Santa Catarina,2024-07-06,2024-07-11,5,2025-05-20T23:01:37.806Z,5,normal,4.5,0,médio,0
3649,D,pac,3,2,245.0,2,low,F,4,4514,1,Minas Gerais,2021-08-02,2021-08-03,5,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,alto,1
4198,B,pac,4,4,266.0,3,medium,F,5,4641,0,Paraná,2023-10-26,2023-11-16,2,2025-05-20T23:01:37.806Z,21,lenta,3.0,0,alto,1
8690,F,pac,4,4,151.0,3,medium,F,5,4732,0,Bahia,2020-07-27,2020-08-30,2,2025-05-20T23:01:37.806Z,34,lenta,3.0,0,médio,1
9418,B,pac,6,3,286.0,4,medium,M,4,1169,0,Alagoas,2022-08-04,2022-08-23,1,2025-05-20T23:01:37.806Z,19,lenta,2.0,0,alto,1
9677,C,pac,6,2,259.0,4,low,M,5,1771,1,Roraima,2020-09-15,2020-09-19,5,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,1
10668,F,sedex,4,3,263.0,6,medium,M,8,1123,1,Acre,2020-06-25,2020-06-28,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,alto,0
10728,F,pac,5,4,219.0,5,low,M,10,1363,1,Alagoas,2023-06-30,2023-07-02,5,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,alto,0
1865,C,pac,4,3,213.0,3,medium,M,57,3599,1,Ceará,2020-07-31,2020-08-03,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,alto,0
3048,F,pac,3,3,138.0,2,medium,F,40,1117,1,Santa Catarina,2023-05-13,2023-05-17,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,médio,0
3490,B,pac,3,1,244.0,4,medium,M,6,4734,1,Espírito Santo,2021-02-14,2021-02-17,5,2025-05-20T23:01:37.806Z,3,normal,3.0,0,alto,1
3928,B,pac,3,1,227.0,3,low,M,10,4305,1,Rondônia,2021-02-08,2021-02-12,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,alto,1
4626,F,pac,4,4,184.0,3,medium,F,2,5381,0,Mato Grosso,2021-02-09,2021-03-21,2,2025-05-20T23:01:37.806Z,40,lenta,3.0,0,médio,1
5671,D,pac,5,5,200.0,3,low,M,6,4401,1,Mato Grosso do Sul,2023-03-17,2023-03-18,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,médio,0
6110,F,pac,4,5,216.0,2,low,F,8,5767,1,Amazonas,2023-12-29,2024-01-01,4,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
9519,A,pac,3,3,154.0,4,high,F,2,4921,1,Rio Grande do Norte,2020-10-09,2020-10-13,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,médio,0
10058,F,pac,4,2,210.0,2,medium,F,1,5437,1,Distrito Federal,2023-06-02,2023-06-03,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
1032,F,pac,6,2,103.0,4,medium,M,37,1093,1,Rio Grande do Sul,2022-10-04,2022-10-05,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,médio,1
3146,F,sedex,3,5,136.0,2,high,F,1,4971,0,Mato Grosso,2023-12-30,2024-01-18,2,2025-05-20T23:01:37.806Z,19,lenta,3.5,0,médio,1
4295,C,pac,3,4,253.0,3,high,F,8,5857,0,Mato Grosso do Sul,2022-12-04,2023-01-08,3,2025-05-20T23:01:37.806Z,35,lenta,3.5,0,alto,0
5745,A,sedex,4,5,134.0,3,medium,F,4,5423,0,Santa Catarina,2022-01-23,2022-02-07,2,2025-05-20T23:01:37.806Z,15,lenta,3.5,0,médio,1
6357,A,pac,3,5,238.0,6,medium,M,8,5620,0,Rondônia,2021-06-10,2021-06-26,1,2025-05-20T23:01:37.806Z,16,lenta,3.0,0,alto,1
6808,B,pac,3,3,151.0,6,low,F,6,4279,0,Mato Grosso,2022-06-30,2022-07-24,1,2025-05-20T23:01:37.806Z,24,lenta,2.0,0,médio,1
7646,F,sedex,4,2,173.0,3,medium,M,6,4963,0,Paraíba,2024-08-22,2024-09-03,3,2025-05-20T23:01:37.806Z,12,lenta,2.5,0,médio,1
8226,F,transportadora,5,1,262.0,3,medium,M,9,5146,0,Acre,2023-09-08,2023-10-16,3,2025-05-20T23:01:37.806Z,38,lenta,2.0,0,alto,1
288,F,transportadora,4,4,149.0,3,low,M,34,1977,1,Goiás,2024-11-22,2024-11-24,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,médio,0
929,C,pac,3,2,180.0,4,medium,M,55,1165,1,São Paulo,2024-04-23,2024-04-25,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
1259,C,pac,4,4,266.0,2,low,F,15,3425,1,Rondônia,2024-10-13,2024-10-17,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,alto,0
2061,A,transportadora,3,2,173.0,3,high,M,60,1582,1,Rio de Janeiro,2024-04-10,2024-04-15,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,médio,1
2670,F,pac,3,1,206.0,2,medium,F,56,2069,1,desconhecido,2021-09-28,2021-09-29,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
2782,B,pac,4,4,138.0,7,medium,M,65,1530,1,Rio de Janeiro,2024-01-05,2024-01-08,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
2833,D,pac,2,2,168.0,5,medium,F,1,1885,1,São Paulo,2021-02-19,2021-02-24,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,médio,1
7729,D,pac,5,2,236.0,6,low,F,6,1552,0,Goiás,2024-05-27,2024-06-26,3,2025-05-20T23:01:37.806Z,30,lenta,2.5,0,alto,1
9324,F,transportadora,4,2,262.0,3,low,M,6,5381,0,Paraná,2024-02-07,2024-03-05,1,2025-05-20T23:01:37.806Z,27,lenta,1.5,0,alto,1
9636,F,pac,7,3,256.0,4,medium,M,4,1628,0,Rio Grande do Norte,2022-02-07,2022-03-08,0,2025-05-20T23:01:37.806Z,29,lenta,1.5,0,alto,1
9812,F,pac,4,3,274.0,3,low,F,5,4409,0,Alagoas,2024-04-21,2024-05-16,3,2025-05-20T23:01:37.806Z,25,lenta,3.0,0,alto,0
10755,A,pac,5,5,227.0,5,medium,M,5,1186,0,São Paulo,2021-10-28,2021-11-03,0,2025-05-20T23:01:37.806Z,6,lenta,2.5,0,alto,1
1294,B,pac,5,5,254.0,5,low,F,35,2508,1,São Paulo,2021-08-25,2021-08-26,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
2033,C,sedex,3,4,195.0,2,medium,F,32,3719,1,Tocantins,2022-08-18,2022-08-20,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,médio,0
2248,B,pac,3,2,206.0,2,low,M,3,2261,1,Pará,2022-10-25,2022-10-27,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
2606,F,transportadora,3,5,258.0,3,low,M,21,3446,1,Ceará,2024-04-14,2024-04-18,5,2025-05-20T23:01:37.806Z,4,normal,5.0,0,alto,0
3817,D,sedex,4,4,157.0,2,medium,M,8,5398,0,Sergipe,2022-10-01,2022-10-17,2,2025-05-20T23:01:37.806Z,16,lenta,3.0,0,médio,1
5037,A,pac,6,3,271.0,4,medium,F,1,1733,0,Paraná,2022-08-11,2022-08-21,2,2025-05-20T23:01:37.806Z,10,lenta,2.5,0,alto,1
7866,F,pac,3,4,201.0,2,low,F,8,4394,0,Rondônia,2024-02-15,2024-02-25,0,2025-05-20T23:01:37.806Z,10,lenta,2.0,0,alto,1
9556,B,pac,3,3,229.0,3,medium,F,8,4549,0,Mato Grosso,2024-11-11,2024-12-02,3,2025-05-20T23:01:37.806Z,21,lenta,3.0,0,alto,0
10372,B,pac,4,5,170.0,3,low,M,2,5671,0,Bahia,2022-03-31,2022-04-30,2,2025-05-20T23:01:37.806Z,30,lenta,3.5,0,médio,1
3630,F,pac,5,2,134.0,2,low,M,9,5045,0,Alagoas,2022-01-07,2022-02-10,3,2025-05-20T23:01:37.806Z,34,lenta,2.5,0,médio,1
3696,F,transportadora,3,1,129.0,3,medium,M,9,5296,1,Mato Grosso,2021-04-15,2021-04-16,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,médio,1
4195,D,pac,5,5,235.0,3,low,F,4,5325,0,Roraima,2022-06-14,2022-07-03,2,2025-05-20T23:01:37.806Z,19,lenta,3.5,0,alto,1
5382,F,pac,6,3,251.0,5,medium,M,8,4877,0,Rio Grande do Norte,2022-11-14,2022-12-08,3,2025-05-20T23:01:37.806Z,24,lenta,3.0,0,alto,0
7353,A,pac,5,1,163.0,3,medium,F,1,5194,0,Minas Gerais,2024-04-17,2024-04-26,0,2025-05-20T23:01:37.806Z,9,lenta,0.5,0,médio,1
8479,D,sedex,3,4,260.0,5,low,M,2,4461,0,Amazonas,2021-04-17,2021-05-15,2,2025-05-20T23:01:37.806Z,28,lenta,3.0,0,alto,1
8620,B,sedex,5,3,267.0,6,low,M,10,1027,0,Alagoas,2024-12-28,2025-01-23,2,2025-05-20T23:01:37.806Z,26,lenta,2.5,0,alto,1
10238,F,pac,5,1,233.0,3,low,F,9,5039,0,Pará,2021-08-23,2021-09-16,1,2025-05-20T23:01:37.806Z,24,lenta,1.0,0,alto,1
1205,C,pac,5,2,198.0,5,low,M,65,1994,1,Sergipe,2024-05-08,2024-05-11,5,2025-05-20T23:01:37.806Z,3,normal,3.5,0,médio,1
1792,B,transportadora,4,4,137.0,2,medium,M,37,1447,1,Rio Grande do Norte,2020-08-05,2020-08-06,4,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,médio,0
4206,F,pac,5,2,243.0,3,low,M,4,5415,0,Rio de Janeiro,2022-04-10,2022-04-19,2,2025-05-20T23:01:37.806Z,9,lenta,2.0,0,alto,1
4647,A,sedex,3,1,204.0,3,high,F,9,5093,0,Santa Catarina,2023-03-07,2023-03-29,3,2025-05-20T23:01:37.806Z,22,lenta,2.0,0,alto,1
4789,D,sedex,3,4,195.0,7,medium,F,9,5829,0,Piauí,2020-05-26,2020-06-16,1,2025-05-20T23:01:37.806Z,21,lenta,2.5,0,médio,1
5563,D,pac,4,4,228.0,4,high,M,1,5573,0,Amazonas,2022-11-02,2022-11-19,0,2025-05-20T23:01:37.806Z,17,lenta,2.0,0,alto,1
6039,A,transportadora,7,1,255.0,5,medium,M,10,1238,1,Paraíba,2022-11-29,2022-12-03,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,alto,1
6092,F,pac,3,3,225.0,4,low,F,9,5468,1,São Paulo,2024-02-16,2024-02-20,5,2025-05-20T23:01:37.806Z,4,normal,4.0,0,alto,0
7199,C,pac,6,4,291.0,4,low,F,5,1112,1,Santa Catarina,2024-10-23,2024-10-25,5,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,alto,0
7290,F,pac,5,3,202.0,2,low,F,6,5716,0,Pernambuco,2023-10-10,2023-10-24,0,2025-05-20T23:01:37.806Z,14,lenta,1.5,0,alto,1
8708,F,pac,3,5,248.0,2,medium,M,1,4108,1,Goiás,2021-11-04,2021-11-09,4,2025-05-20T23:01:37.806Z,5,normal,4.5,0,alto,0
1960,B,pac,4,5,268.0,3,low,F,64,2386,1,Goiás,2024-04-26,2024-04-28,4,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,alto,0
2202,F,transportadora,3,4,144.0,2,low,F,33,1811,1,Paraná,2024-04-23,2024-04-24,5,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,médio,0
5568,F,pac,4,2,245.0,2,low,M,3,4000,0,Mato Grosso,2024-04-03,2024-04-26,3,2025-05-20T23:01:37.806Z,23,lenta,2.5,0,alto,1
6472,B,pac,4,4,266.0,3,low,M,3,5531,1,Acre,2024-10-29,2024-10-31,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,alto,0
7920,F,sedex,5,1,223.0,3,medium,F,4,4905,1,Rio Grande do Norte,2024-10-19,2024-10-22,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,alto,1
8157,A,pac,3,1,250.0,2,low,F,5,4232,0,Rio Grande do Norte,2023-10-30,2023-12-06,0,2025-05-20T23:01:37.806Z,37,lenta,0.5,0,alto,1
8420,F,pac,5,1,193.0,2,low,M,8,5184,0,Roraima,2022-12-15,2023-01-09,1,2025-05-20T23:01:37.806Z,25,lenta,1.0,0,médio,1
9168,F,sedex,6,4,260.0,4,low,F,1,1883,0,Goiás,2022-05-23,2022-06-05,1,2025-05-20T23:01:37.806Z,13,lenta,2.5,0,alto,1
9358,B,pac,6,1,283.0,5,low,F,9,1311,1,Rondônia,2020-06-22,2020-06-27,4,2025-05-20T23:01:37.806Z,5,normal,2.5,0,alto,1
10753,D,pac,5,1,260.0,5,low,M,4,1257,0,Tocantins,2021-11-06,2021-11-22,0,2025-05-20T23:01:37.806Z,16,lenta,0.5,0,alto,1
1360,B,sedex,5,5,263.0,2,medium,M,59,3238,1,Rio Grande do Norte,2021-04-03,2021-04-06,4,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
1560,F,pac,3,1,171.0,2,low,M,1,1629,1,Maranhão,2022-12-11,2022-12-13,5,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
3183,A,pac,3,3,132.0,3,low,M,6,5721,1,Rio Grande do Sul,2023-04-09,2023-04-14,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,médio,0
4328,F,pac,5,3,104.0,4,low,M,3,4885,1,desconhecido,2021-11-08,2021-11-11,4,2025-05-20T23:01:37.806Z,3,normal,3.5,0,médio,0
6774,F,pac,3,1,250.0,2,medium,F,9,4753,0,Pará,2024-07-05,2024-07-19,0,2025-05-20T23:01:37.806Z,14,lenta,0.5,0,alto,1
6861,A,transportadora,4,2,249.0,6,low,F,9,1673,1,Goiás,2024-10-25,2024-10-29,4,2025-05-20T23:01:37.806Z,4,normal,3.0,0,alto,1
6891,A,pac,6,3,247.0,4,medium,M,3,1903,0,Amazonas,2023-04-20,2023-05-28,3,2025-05-20T23:01:37.806Z,38,lenta,3.0,0,alto,0
7356,F,pac,3,2,220.0,3,low,F,7,5503,0,Goiás,2021-08-23,2021-09-20,3,2025-05-20T23:01:37.806Z,28,lenta,2.5,0,alto,1
7739,C,pac,6,1,244.0,4,low,F,7,1007,0,Paraíba,2021-02-19,2021-03-01,1,2025-05-20T23:01:37.806Z,10,lenta,1.0,0,alto,1
8776,B,transportadora,4,3,226.0,3,medium,M,10,5305,0,Bahia,2021-08-02,2021-08-14,1,2025-05-20T23:01:37.806Z,12,lenta,2.0,0,alto,1
9006,F,pac,4,3,245.0,4,medium,M,4,5940,0,Maranhão,2024-06-06,2024-06-24,1,2025-05-20T23:01:37.806Z,18,lenta,2.0,0,alto,1
10079,C,pac,4,5,258.0,3,low,F,3,5422,1,São Paulo,2020-08-17,2020-08-20,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,alto,0
10719,A,pac,5,2,246.0,5,low,F,4,1072,1,Alagoas,2020-07-17,2020-07-20,4,2025-05-20T23:01:37.806Z,3,normal,3.0,0,alto,1
587,C,pac,3,2,158.0,3,high,F,59,1307,1,Acre,2021-04-08,2021-04-10,5,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,1
1602,F,pac,4,1,244.0,3,low,M,59,3073,1,Minas Gerais,2023-04-03,2023-04-07,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,alto,1
1681,D,pac,3,4,189.0,3,medium,F,37,3492,1,Paraíba,2024-08-26,2024-08-27,5,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,médio,0
3438,F,transportadora,4,4,264.0,3,low,F,2,4279,1,Maranhão,2021-02-15,2021-02-20,5,2025-05-20T23:01:37.806Z,5,normal,4.5,0,alto,0
3759,A,pac,6,3,231.0,4,low,F,7,4553,1,Santa Catarina,2023-12-17,2023-12-21,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,0
4266,F,pac,3,4,237.0,3,high,F,9,5514,1,Bahia,2020-11-27,2020-11-30,5,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
4562,F,pac,5,3,227.0,4,low,F,10,1317,1,Rondônia,2021-01-07,2021-01-08,4,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,alto,0
4687,D,pac,4,2,190.0,6,high,M,5,4139,1,Santa Catarina,2023-09-19,2023-09-20,5,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,médio,1
4837,D,pac,4,3,206.0,2,medium,F,4,5194,1,Ceará,2022-09-04,2022-09-09,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,0
5207,C,transportadora,5,5,230.0,10,high,M,10,5619,1,Amazonas,2022-07-27,2022-07-31,4,2025-05-20T23:01:37.806Z,4,normal,4.5,0,alto,0
5419,D,pac,5,5,209.0,2,low,F,3,4348,0,Acre,2021-09-21,2021-09-29,0,2025-05-20T23:01:37.806Z,8,lenta,2.5,0,alto,1
6354,F,pac,3,1,132.0,3,low,F,2,4785,0,Espírito Santo,2022-10-11,2022-11-16,2,2025-05-20T23:01:37.806Z,36,lenta,1.5,0,médio,1
6606,F,pac,7,4,259.0,4,low,M,6,1697,0,Acre,2023-12-20,2024-01-28,1,2025-05-20T23:01:37.806Z,39,lenta,2.5,0,alto,1
7274,F,transportadora,3,3,239.0,4,low,F,5,4084,1,Tocantins,2021-09-05,2021-09-08,4,2025-05-20T23:01:37.806Z,3,normal,3.5,0,alto,0
9350,F,pac,7,5,255.0,4,low,F,2,1826,1,Mato Grosso,2020-10-26,2020-10-28,5,2025-05-20T23:01:37.806Z,2,expressa,5.0,1,alto,0
433,D,pac,6,4,205.0,3,low,F,44,2064,1,Rio Grande do Norte,2023-07-26,2023-07-30,4,2025-05-20T23:01:37.806Z,4,normal,4.0,0,alto,0
723,A,pac,5,3,150.0,2,low,M,2,1682,1,Alagoas,2021-01-28,2021-02-02,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,médio,0
932,F,pac,3,2,135.0,3,low,M,27,1898,1,Rondônia,2020-01-04,2020-01-05,5,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,médio,1
1833,A,pac,3,4,166.0,2,medium,F,58,1319,1,Roraima,2024-11-12,2024-11-14,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,médio,0
3285,A,transportadora,4,1,200.0,2,low,F,9,4808,1,Ceará,2022-07-29,2022-07-31,4,2025-05-20T23:01:37.806Z,2,expressa,2.5,1,médio,1
3604,B,pac,4,2,275.0,6,medium,M,9,1890,0,Espírito Santo,2023-05-18,2023-05-26,2,2025-05-20T23:01:37.806Z,8,lenta,2.0,0,alto,1
5449,D,pac,6,4,157.0,6,low,F,9,5354,1,Amazonas,2020-09-26,2020-09-28,5,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,médio,0
5872,B,sedex,3,2,178.0,3,low,F,5,5686,0,Mato Grosso,2024-08-07,2024-09-08,1,2025-05-20T23:01:37.806Z,32,lenta,1.5,0,médio,1
5935,D,pac,3,4,263.0,6,high,M,3,4429,0,Sergipe,2023-01-14,2023-01-29,1,2025-05-20T23:01:37.806Z,15,lenta,2.5,0,alto,1
6820,B,pac,6,5,261.0,4,low,F,9,1266,1,Ceará,2023-05-25,2023-05-27,4,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,alto,0
6978,F,sedex,6,2,215.0,5,low,F,7,4057,0,Pernambuco,2023-05-14,2023-06-22,2,2025-05-20T23:01:37.806Z,39,lenta,2.0,0,alto,1
7056,F,pac,3,3,261.0,4,low,M,3,5722,1,Rio de Janeiro,2024-03-15,2024-03-20,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,alto,0
7635,A,pac,5,1,230.0,4,medium,M,4,5363,0,Pernambuco,2022-06-21,2022-07-19,1,2025-05-20T23:01:37.806Z,28,lenta,1.0,0,alto,1
8386,B,pac,4,5,231.0,3,low,F,4,5174,1,Paraíba,2024-07-19,2024-07-22,4,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
1531,D,pac,5,2,241.0,3,low,M,39,3743,1,Ceará,2020-04-12,2020-04-13,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
3336,F,pac,3,4,179.0,2,low,F,2,4931,1,Alagoas,2022-05-04,2022-05-08,4,2025-05-20T23:01:37.806Z,4,normal,4.0,0,médio,0
3710,F,transportadora,4,1,219.0,5,medium,M,5,5253,0,São Paulo,2023-04-01,2023-04-17,3,2025-05-20T23:01:37.806Z,16,lenta,2.0,0,alto,1
6367,D,pac,3,5,227.0,3,high,M,9,4892,1,Rio de Janeiro,2022-09-23,2022-09-24,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
7345,D,pac,3,4,185.0,2,low,M,4,5926,0,Ceará,2021-10-21,2021-10-30,0,2025-05-20T23:01:37.806Z,9,lenta,2.0,0,médio,1
9683,C,pac,6,5,254.0,4,medium,M,4,1887,1,desconhecido,2020-06-25,2020-06-26,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
10340,F,pac,4,5,265.0,2,low,F,6,4660,1,Paraná,2024-09-12,2024-09-17,5,2025-05-20T23:01:37.806Z,5,normal,5.0,0,alto,0
10888,B,pac,4,1,275.0,3,medium,F,7,5382,1,Santa Catarina,2022-01-31,2022-02-01,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
10934,F,sedex,5,1,251.0,6,low,F,3,1562,0,Tocantins,2020-10-04,2020-10-21,1,2025-05-20T23:01:37.806Z,17,lenta,1.0,0,alto,1
607,D,pac,4,5,178.0,3,low,F,48,1819,1,Piauí,2023-06-29,2023-06-30,5,2025-05-20T23:01:37.806Z,1,expressa,5.0,1,médio,0
2907,A,pac,2,3,204.0,4,low,F,20,3135,1,Maranhão,2024-10-09,2024-10-10,4,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,alto,0
3513,A,pac,3,1,243.0,3,low,F,2,4989,0,Pará,2024-10-06,2024-10-19,3,2025-05-20T23:01:37.806Z,13,lenta,2.0,0,alto,1
5468,F,sedex,6,3,304.0,5,medium,F,6,1184,0,São Paulo,2020-11-15,2020-12-25,2,2025-05-20T23:01:37.806Z,40,lenta,2.5,0,alto,1
6863,C,transportadora,6,2,308.0,5,medium,M,4,1303,0,Acre,2024-03-26,2024-04-24,0,2025-05-20T23:01:37.806Z,29,lenta,1.0,0,alto,1
8986,B,pac,4,3,268.0,2,low,F,4,5280,1,Tocantins,2022-05-19,2022-05-24,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,0
9769,D,pac,4,3,167.0,3,high,F,4,6000,1,desconhecido,2022-09-18,2022-09-20,4,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,0
9776,F,pac,4,1,255.0,3,medium,F,6,4313,1,Pará,2020-05-31,2020-06-01,5,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
413,C,transportadora,4,3,142.0,4,medium,M,12,1396,1,Rondônia,2024-03-15,2024-03-16,5,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,médio,0
550,B,transportadora,3,4,176.0,3,medium,F,8,1567,1,Goiás,2021-12-09,2021-12-14,4,2025-05-20T23:01:37.806Z,5,normal,4.0,0,médio,0
1725,A,pac,3,2,263.0,4,medium,M,8,2599,1,Ceará,2021-12-09,2021-12-11,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
2245,D,pac,5,4,163.0,4,medium,M,57,1613,1,Minas Gerais,2023-05-23,2023-05-26,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
2292,F,pac,5,4,192.0,3,medium,M,46,3709,1,Acre,2023-09-09,2023-09-12,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
5178,F,pac,3,2,226.0,4,medium,F,8,5225,0,Paraíba,2021-06-04,2021-06-24,0,2025-05-20T23:01:37.806Z,20,lenta,1.0,0,alto,1
5257,D,pac,6,5,292.0,4,low,F,10,1969,1,Paraná,2020-06-30,2020-07-03,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,alto,0
5366,F,pac,3,4,213.0,3,high,F,4,5996,0,Ceará,2022-09-01,2022-10-05,0,2025-05-20T23:01:37.806Z,34,lenta,2.0,0,alto,1
5606,F,sedex,4,4,179.0,3,medium,M,5,4061,1,Rio de Janeiro,2021-05-24,2021-05-26,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,médio,0
5805,A,pac,4,3,136.0,3,low,F,7,5976,0,Goiás,2022-05-27,2022-07-01,2,2025-05-20T23:01:37.806Z,35,lenta,2.5,0,médio,1
7074,F,pac,4,3,195.0,4,medium,F,1,5004,0,Piauí,2023-07-11,2023-08-19,0,2025-05-20T23:01:37.806Z,39,lenta,1.5,0,médio,1
7259,C,transportadora,3,5,252.0,2,low,M,2,4888,1,Minas Gerais,2022-09-12,2022-09-13,5,2025-05-20T23:01:37.806Z,1,expressa,5.0,1,alto,0
8301,A,pac,5,2,184.0,3,low,F,4,4552,0,Maranhão,2021-02-09,2021-02-17,0,2025-05-20T23:01:37.806Z,8,lenta,1.0,0,médio,1
8368,B,transportadora,4,3,240.0,3,low,F,8,4423,0,Rio de Janeiro,2022-11-02,2022-12-05,3,2025-05-20T23:01:37.806Z,33,lenta,3.0,0,alto,0
8544,F,pac,4,2,167.0,4,high,M,5,5250,0,Distrito Federal,2022-04-22,2022-05-02,0,2025-05-20T23:01:37.806Z,10,lenta,1.0,0,médio,1
9599,C,transportadora,6,1,215.0,4,low,M,1,4581,1,São Paulo,2021-06-10,2021-06-12,4,2025-05-20T23:01:37.806Z,2,expressa,2.5,1,alto,1
10210,B,pac,3,1,158.0,5,low,M,4,1171,1,Paraíba,2023-08-14,2023-08-15,5,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,médio,1
10909,D,pac,4,1,192.0,4,high,M,10,4570,1,Sergipe,2023-12-30,2023-12-31,5,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,médio,1
236,F,pac,2,2,134.0,3,low,M,38,1352,1,Rio de Janeiro,2020-09-06,2020-09-08,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
244,B,pac,2,4,136.0,3,low,M,43,1958,1,Amazonas,2024-09-14,2024-09-17,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
